university,user_id,user_name,number_tweets,friends_count,followers_count,created_at
pucv_cl,1.16210676379515E+018,PatriciaSolarH1,6,120,2,Thu Aug 15 21:00:18 +0000 2019
pucv_cl,1.19285183814981E+018,cris_aguilar6,8,169,10,Fri Nov 08 17:10:23 +0000 2019
pucv_cl,2933640675,PabloSolido77,988,451,73,Sat Dec 20 14:23:04 +0000 2014
pucv_cl,1338115424,Anibal_Araya_F,5,120,50,Tue Apr 09 02:26:56 +0000 2013
pucv_cl,9.84457376781791E+017,Denisse_dabu,152,48,19,Thu Apr 12 15:45:03 +0000 2018
pucv_cl,1.19176607330723E+018,CarlaMon9,0,230,2,Tue Nov 05 17:16:07 +0000 2019
pucv_cl,2869980263,AleeJavieeraa,0,30,12,Mon Nov 10 02:36:52 +0000 2014
pucv_cl,125776754,nico_guzman,426,1493,573,Tue Mar 23 21:00:01 +0000 2010
pucv_cl,123136899,wrendic,401,799,318,Mon Mar 15 03:39:34 +0000 2010
pucv_cl,9.66497541729784E+017,palo_vallejoss,2,26,4,Thu Feb 22 02:19:05 +0000 2018
pucv_cl,1.19153805113632E+018,cnaranjor_94,45,126,12,Tue Nov 05 02:09:58 +0000 2019
pucv_cl,166581317,pazyamor_giovi,2245,675,223,Wed Jul 14 14:26:33 +0000 2010
pucv_cl,1.18606839720702E+018,pinones_camila,1,35,5,Sun Oct 20 23:55:32 +0000 2019
pucv_cl,151222797,Ivo_cuantico,2,16,2,Wed Jun 02 22:38:21 +0000 2010
pucv_cl,1.19187618665534E+018,Marcela00990390,0,13,0,Wed Nov 06 00:34:02 +0000 2019
pucv_cl,37934651,victoria_rll,11616,1127,693,Tue May 05 14:32:39 +0000 2009
pucv_cl,1.18561926278805E+018,IvanF42001793,0,86,0,Sat Oct 19 18:10:52 +0000 2019
pucv_cl,925294921,mimesco,956,706,74,Sun Nov 04 12:46:21 +0000 2012
pucv_cl,8.29443426038973E+017,CamilaSuau,261,182,25,Wed Feb 08 21:34:57 +0000 2017
pucv_cl,1.10842730757479E+018,seba_lga,52,197,22,Wed Mar 20 17:57:18 +0000 2019
pucv_cl,1.19158155708303E+018,Quinchahual1,2,103,2,Tue Nov 05 05:02:43 +0000 2019
pucv_cl,3030936089,Cygartes,116,39,4,Wed Feb 11 18:29:21 +0000 2015
pucv_cl,1262644946,calanisr1982,9,55,39,Tue Mar 12 18:57:02 +0000 2013
pucv_cl,1874616254,tradaria,446,99,59,Tue Sep 17 08:00:41 +0000 2013
pucv_cl,8.72489711981531E+017,vgonzalez_r,45,785,150,Wed Jun 07 16:25:32 +0000 2017
pucv_cl,78469516,antomerello,10939,734,356,Wed Sep 30 01:00:25 +0000 2009
pucv_cl,9.20725287440191E+017,AnalisisUfro,229,988,242,Wed Oct 18 18:56:29 +0000 2017
pucv_cl,96210814,cata_somer,7,20,17,Fri Dec 11 21:31:06 +0000 2009
pucv_cl,1.11021380042113E+018,nicolenarbb,29,91,4,Mon Mar 25 16:16:11 +0000 2019
pucv_cl,3006126724,_________Vicent,470,208,18,Fri Jan 30 18:01:52 +0000 2015
pucv_cl,327569634,pipe_geo,1674,258,98,Fri Jul 01 19:46:34 +0000 2011
pucv_cl,335729193,LaPandiwi,334,58,51,Fri Jul 15 04:15:48 +0000 2011
pucv_cl,501222085,Monica_HerreraM,6,103,14,Thu Feb 23 22:50:53 +0000 2012
pucv_cl,154697629,kmalla19,682,61,41,Fri Jun 11 23:53:48 +0000 2010
pucv_cl,366863405,coto_1984,2613,146,46,Fri Sep 02 23:43:25 +0000 2011
pucv_cl,7.3127095068833E+017,RulosPilar,998,82,27,Fri May 13 23:52:35 +0000 2016
pucv_cl,1.13791913571802E+018,Pilar41516280,59,56,6,Mon Jun 10 03:07:18 +0000 2019
pucv_cl,1.1913540914123E+018,Fbs45950978,14,42,0,Mon Nov 04 13:59:56 +0000 2019
pucv_cl,4731659795,g2_matamoros,4,41,7,Thu Jan 07 05:37:48 +0000 2016
pucv_cl,7.3127760754353E+017,lafalsacolorina,26,128,9,Sat May 14 00:19:02 +0000 2016
pucv_cl,3691886715,caroovallel,992,407,26,Fri Sep 18 02:26:03 +0000 2015
pucv_cl,1.19066053860855E+018,warceloh,1,41,2,Sat Nov 02 16:03:11 +0000 2019
pucv_cl,3405983500,MoralesssVale,1,155,15,Thu Aug 06 17:31:16 +0000 2015
pucv_cl,8.92552167420305E+017,Jessica20113615,21,92,11,Wed Aug 02 01:06:34 +0000 2017
pucv_cl,1.18667270278818E+018,consuerte3,57,54,7,Tue Oct 22 15:56:48 +0000 2019
pucv_cl,7.83384443671155E+017,caritoponcem,862,4102,184,Tue Oct 04 19:13:00 +0000 2016
pucv_cl,1.18634519486789E+018,CmlJvr,1435,173,111,Mon Oct 21 18:19:26 +0000 2019
pucv_cl,8.23341114790965E+017,SandwicherosCL,483,126,2593,Mon Jan 23 01:26:33 +0000 2017
pucv_cl,1.02865251613166E+018,apsumalc,2051,294,116,Sun Aug 12 14:40:46 +0000 2018
pucv_cl,430852451,DanielaPazVP,298,255,107,Wed Dec 07 16:54:34 +0000 2011
pucv_cl,1.18747914941946E+018,ArcuchPaula,15,166,12,Thu Oct 24 21:21:20 +0000 2019
pucv_cl,1.17687388254184E+018,elvichoveliz,49,60,18,Wed Sep 25 14:59:41 +0000 2019
pucv_cl,122780376,ivihc,1,19,18,Sat Mar 13 22:01:36 +0000 2010
pucv_cl,3296720091,francivera_vera,3,265,8,Sun May 24 16:50:51 +0000 2015
pucv_cl,2381100241,madelaillon,1501,575,45,Sun Mar 09 22:10:09 +0000 2014
pucv_cl,9.47755126013428E+017,camiconstanz_,78,292,11,Mon Jan 01 09:03:25 +0000 2018
pucv_cl,1.19037397854163E+018,maitee86340880,14,21,1,Fri Nov 01 21:04:19 +0000 2019
pucv_cl,9.3228640162993E+017,arooo__,14,152,1,Sun Nov 19 16:36:14 +0000 2017
pucv_cl,1.19033359681864E+018,constanzav_d,92,46,4,Fri Nov 01 18:23:56 +0000 2019
pucv_cl,62300376,Cojiita,342,172,33,Sun Aug 02 17:04:20 +0000 2009
pucv_cl,366950588,alexcarrenos,6,28,76,Sat Sep 03 03:30:22 +0000 2011
pucv_cl,1.18566253616894E+018,vvaleval,8,113,27,Sat Oct 19 21:03:05 +0000 2019
pucv_cl,9.64569123513688E+017,musicfixyou,321,32,16,Fri Feb 16 18:36:14 +0000 2018
pucv_cl,2798201110,Natita_sade,0,39,14,Wed Oct 01 15:40:34 +0000 2014
pucv_cl,1656696300,mperezalfonso,103,232,66,Fri Aug 09 02:46:47 +0000 2013
pucv_cl,9.63850189688713E+017,BamBam34021356,174,183,6,Wed Feb 14 18:59:27 +0000 2018
pucv_cl,1.18769846213934E+018,SoledadBobadil9,2,43,2,Fri Oct 25 11:52:45 +0000 2019
pucv_cl,1.15580013896472E+018,carlaco01543342,22,40,5,Mon Jul 29 11:20:01 +0000 2019
pucv_cl,172954149,clau_oyarzund,459,1329,258,Sat Jul 31 01:33:42 +0000 2010
pucv_cl,355145822,cotysalazar,32,143,35,Sun Aug 14 22:23:52 +0000 2011
pucv_cl,1.17652097864346E+018,Admon_PUJ,5,113,3,Tue Sep 24 15:37:23 +0000 2019
pucv_cl,126122946,DanielaLeon06,16080,526,482,Wed Mar 24 22:27:33 +0000 2010
pucv_cl,1604551242,fransalinas12,2,136,7,Thu Jul 18 23:25:46 +0000 2013
pucv_cl,65730616,fabian_kuper,72,328,78,Fri Aug 14 20:43:15 +0000 2009
pucv_cl,51594879,ffellerr,890,711,510,Sat Jun 27 23:52:07 +0000 2009
pucv_cl,1543688077,tere_mic,29,122,5,Mon Jun 24 16:50:20 +0000 2013
pucv_cl,9.75110971357323E+017,nicolse24058139,7,78,2,Sat Mar 17 20:45:47 +0000 2018
pucv_cl,2966196346,ProcesalAlDia,1801,447,277,Wed Jan 07 15:26:47 +0000 2015
pucv_cl,7.74382458733203E+017,Benjarodriguezc,16,73,10,Fri Sep 09 23:02:20 +0000 2016
pucv_cl,4340331256,ItsmeBell_H,51,25,63,Tue Dec 01 13:42:12 +0000 2015
pucv_cl,1.18924211488809E+018,DefensoriaDDHHv,70,70,129,Tue Oct 29 18:06:40 +0000 2019
pucv_cl,2658179593,franstamberry,28,33,14,Sat Jul 19 00:16:02 +0000 2014
pucv_cl,28906887,natimoncada,2531,2659,1480,Sun Apr 05 00:51:06 +0000 2009
pucv_cl,1.18914600880412E+018,Gloriacarolinat,251,712,102,Tue Oct 29 11:44:48 +0000 2019
pucv_cl,1.15684974303902E+018,Diego31596607,29,67,1,Thu Aug 01 08:50:46 +0000 2019
pucv_cl,34549194,vchilena,1971,646,167,Thu Apr 23 06:02:26 +0000 2009
pucv_cl,366937678,jothapiano,193,134,32,Sat Sep 03 02:54:28 +0000 2011
pucv_cl,1.18894115866959E+018,_cotiperez,0,55,3,Mon Oct 28 22:10:47 +0000 2019
pucv_cl,111471310,judrogue,36,407,46,Fri Feb 05 01:41:42 +0000 2010
pucv_cl,4907782623,pily_malatesta,94,193,18,Sun Feb 14 06:01:42 +0000 2016
pucv_cl,94359135,Iglecar,3086,239,75,Thu Dec 03 16:13:07 +0000 2009
pucv_cl,1.18890475077282E+018,Pacheco93300214,0,113,9,Mon Oct 28 19:46:06 +0000 2019
pucv_cl,1.18784218738976E+018,bochosw,4,54,4,Fri Oct 25 21:24:06 +0000 2019
pucv_cl,431133166,claudionarvaezs,285,110,45,Wed Dec 07 23:30:12 +0000 2011
pucv_cl,102718667,USMgye,7875,453,3358,Thu Jan 07 16:12:23 +0000 2010
pucv_cl,7.03695292600852E+017,mafersa_vina,160,77,10,Sat Feb 27 21:36:46 +0000 2016
pucv_cl,494674862,sebastvalmont,23,104,31,Fri Feb 17 04:25:01 +0000 2012
pucv_cl,1.18708173066827E+018,AlinaFerr1,0,108,5,Wed Oct 23 19:02:04 +0000 2019
pucv_cl,9.54291417991598E+017,Anto_fva,1956,616,143,Fri Jan 19 09:56:18 +0000 2018
pucv_cl,629760844,franalarconsoto,29,101,17,Sun Jul 08 00:25:01 +0000 2012
pucv_cl,37517819,jpablovray,12605,913,415,Sun May 03 22:21:33 +0000 2009
pucv_cl,1.18632256528913E+018,KarinaRuizSalg1,172,520,6,Mon Oct 21 16:45:23 +0000 2019
pucv_cl,2610292670,mybrownie15,249,168,33,Mon Jul 07 19:05:17 +0000 2014
pucv_cl,9.58696958465598E+017,Mary03217574,9,66,0,Wed Jan 31 13:42:21 +0000 2018
pucv_cl,1.04501497343134E+018,BenitezSeguel,6,134,6,Wed Sep 26 18:19:19 +0000 2018
pucv_cl,7.8813816899856E+017,ignaciosantos01,1583,1337,84,Mon Oct 17 22:02:37 +0000 2016
pucv_cl,2984401006,Harunauwu,163,418,52,Sun Jan 18 17:35:40 +0000 2015
pucv_cl,353424325,kadsio,104,443,42,Fri Aug 12 01:48:52 +0000 2011
pucv_cl,846920683,giselena03,526,219,34,Wed Sep 26 06:57:23 +0000 2012
pucv_cl,2331450057,Selk_EF,22100,2028,833,Sat Feb 08 06:06:25 +0000 2014
pucv_cl,1.18600918983708E+018,alinamo88924852,0,214,0,Sun Oct 20 20:00:15 +0000 2019
pucv_cl,1443903800,CDNunezR,177,82,426,Mon May 20 14:10:33 +0000 2013
pucv_cl,431263424,DouglasPleitez_,3080,440,258,Thu Dec 08 03:05:34 +0000 2011
pucv_cl,1.18826248140953E+018,tifast3reo,6,50,1,Sun Oct 27 01:13:56 +0000 2019
pucv_cl,137383745,LalyPQ,61580,4993,1250,Mon Apr 26 15:59:59 +0000 2010
pucv_cl,119484285,Jorger31rb,621,2011,508,Wed Mar 03 20:04:40 +0000 2010
pucv_cl,240435852,Fabiancho03,139,169,73,Wed Jan 19 22:54:00 +0000 2011
pucv_cl,119180577,trukein,119,116,47,Tue Mar 02 22:27:22 +0000 2010
pucv_cl,9.86101290177565E+017,JabiPiz,211,209,11,Tue Apr 17 04:37:23 +0000 2018
pucv_cl,1.15662352817263E+018,JV_LICA,15294,603,61,Wed Jul 31 17:51:52 +0000 2019
pucv_cl,1.02661807411448E+018,MatsilMarc,1463,250,0,Mon Aug 06 23:56:37 +0000 2018
pucv_cl,389779790,denisemoncada,15,250,32,Thu Oct 13 00:05:09 +0000 2011
pucv_cl,1.12340228320577E+018,danrtmarc17,1,92,4,Wed May 01 01:42:30 +0000 2019
pucv_cl,44120975,Marigem,12580,1999,980,Tue Jun 02 13:51:20 +0000 2009
pucv_cl,3127652818,OyanedelEduardo,54,84,44,Sun Mar 29 21:40:12 +0000 2015
pucv_cl,1.18780667989266E+018,julioviverosm,19,383,11,Fri Oct 25 19:04:00 +0000 2019
pucv_cl,2707809635,mtellobrione,370,193,97,Sun Jul 13 18:32:36 +0000 2014
pucv_cl,106883963,Cotynoti,559,406,120,Thu Jan 21 00:08:04 +0000 2010
pucv_cl,1.04718541933772E+018,BrunoAntonioA,53,69,6,Tue Oct 02 18:03:54 +0000 2018
pucv_cl,49772979,razktgui,22842,1407,904,Mon Jun 22 21:30:33 +0000 2009
pucv_cl,1.14087829186518E+018,TabiYadav,3,10,0,Tue Jun 18 07:05:56 +0000 2019
pucv_cl,458529794,rsmlawyer,662,238,62,Sun Jan 08 17:29:19 +0000 2012
pucv_cl,461590685,sa_cw,1306,715,67,Wed Jan 11 23:48:34 +0000 2012
pucv_cl,2860763063,MartinMmald011,476,311,66,Tue Nov 04 14:30:38 +0000 2014
pucv_cl,195942201,PaciContre2310,361,811,137,Mon Sep 27 23:21:42 +0000 2010
pucv_cl,1.08785414789708E+018,aritaespinozaa,100,647,145,Tue Jan 22 23:26:55 +0000 2019
pucv_cl,1.18684584226897E+018,Leoo_jeje,0,243,1,Wed Oct 23 03:24:42 +0000 2019
pucv_cl,2498010999,fabiurbina1,4,292,33,Sun Apr 20 20:11:48 +0000 2014
pucv_cl,1.18771632724036E+018,IsaacPi56362058,7,104,17,Fri Oct 25 13:03:45 +0000 2019
pucv_cl,64499592,camilacortezc,223,572,90,Mon Aug 10 20:06:51 +0000 2009
pucv_cl,2258348119,inaki43,2,58,14,Mon Dec 23 02:02:55 +0000 2013
pucv_cl,137071625,jaavieraburgos,276,83,134,Sun Apr 25 18:14:10 +0000 2010
pucv_cl,1.14689754538331E+018,Atomium_md,3,29,0,Thu Jul 04 21:44:17 +0000 2019
pucv_cl,240073671,nelpripro,908,879,67,Wed Jan 19 02:58:15 +0000 2011
pucv_cl,1.18702531813937E+018,steam__market,0,21,4,Wed Oct 23 15:19:21 +0000 2019
pucv_cl,1.08013512606186E+018,JuanParasSilva,12,70,10,Tue Jan 01 16:14:16 +0000 2019
pucv_cl,9.80609104665371E+017,alfonsina_bravo,2,129,2,Mon Apr 02 00:53:24 +0000 2018
pucv_cl,142046179,Gabus_leon,430,690,237,Sun May 09 19:58:54 +0000 2010
pucv_cl,284079800,aabrahamssohn,15508,1601,1320,Mon Apr 18 15:48:07 +0000 2011
pucv_cl,105295130,LindsayAuger,1977,133,102,Fri Jan 15 23:31:46 +0000 2010
pucv_cl,710323657,julividal_,4006,451,257,Sun Jul 22 08:00:37 +0000 2012
pucv_cl,125382465,pat_lilloc,150,291,65,Mon Mar 22 16:40:46 +0000 2010
pucv_cl,8.70898882997301E+017,SylvahnoMoya,393,1549,122,Sat Jun 03 07:04:09 +0000 2017
pucv_cl,1.18667503335733E+018,sofria_gs,16,35,0,Tue Oct 22 16:06:04 +0000 2019
pucv_cl,7.7380875673183E+017,Dovidena_change,607,287,62,Thu Sep 08 09:02:39 +0000 2016
pucv_cl,55471978,fabianantonio,1740,422,269,Fri Jul 10 04:41:04 +0000 2009
pucv_cl,105980603,simon_otarola,0,19,3,Mon Jan 18 03:42:26 +0000 2010
pucv_cl,384855275,GOTEN_MARTIN,285,161,35,Tue Oct 04 13:05:45 +0000 2011
pucv_cl,1.18606345157729E+018,PabPame,13,121,10,Sun Oct 20 23:35:52 +0000 2019
pucv_cl,579614370,quilescortesc,19,204,21,Mon May 14 04:09:48 +0000 2012
pucv_cl,3362567783,belenelenac,0,187,22,Mon Jul 06 15:17:29 +0000 2015
pucv_cl,1.18666177248643E+018,AmeliaSaraos,0,602,6,Tue Oct 22 15:13:31 +0000 2019
pucv_cl,1.18675165754106E+018,Felipe31121661,139,58,4,Tue Oct 22 21:10:31 +0000 2019
pucv_cl,1.18674068200799E+018,Ximena03517993,6,106,4,Tue Oct 22 20:27:00 +0000 2019
pucv_cl,820552027,tamy_cata,13,58,5,Wed Sep 12 23:48:31 +0000 2012
pucv_cl,4333525752,Lucas7Chaparro,1275,293,12,Mon Nov 23 11:52:39 +0000 2015
pucv_cl,582076489,alvarogonzalcac,505,272,57,Wed May 16 18:54:18 +0000 2012
pucv_cl,120598908,Negrita_13_13,70,113,38,Sat Mar 06 23:40:46 +0000 2010
pucv_cl,67830854,elepicentro,109965,17075,19114,Sat Aug 22 06:19:24 +0000 2009
pucv_cl,93965038,anGlitahuenuman,1087,1159,172,Tue Dec 01 23:02:16 +0000 2009
pucv_cl,103340850,joakodpp,2892,646,203,Sat Jan 09 18:31:12 +0000 2010
pucv_cl,1.18667441315818E+018,zuletaclaudio1,0,176,5,Tue Oct 22 16:03:32 +0000 2019
pucv_cl,1.14876693347668E+018,denmecloro,26,9,7,Wed Jul 10 01:32:34 +0000 2019
pucv_cl,734872002,josselyn_viv,6,84,9,Fri Aug 03 13:24:45 +0000 2012
pucv_cl,1.18665587877215E+018,florenciachape1,11,47,4,Tue Oct 22 14:50:00 +0000 2019
pucv_cl,309463280,capitansanbeka,15290,389,403,Thu Jun 02 03:59:46 +0000 2011
pucv_cl,237415863,PabloQuirozz,392,297,109,Wed Jan 12 20:03:43 +0000 2011
pucv_cl,374237639,dani_silvao,1639,623,121,Thu Sep 15 23:28:56 +0000 2011
pucv_cl,2733818692,carlohuenchuleo,1,3,1,Tue Aug 05 01:24:18 +0000 2014
pucv_cl,195485093,nkaandr,0,61,4,Sun Sep 26 20:44:30 +0000 2010
pucv_cl,104270099,Consu_96,84,240,60,Tue Jan 12 20:54:20 +0000 2010
pucv_cl,264242820,evepradenas,6124,2123,593,Fri Mar 11 15:43:29 +0000 2011
pucv_cl,201934144,Lili_fleu,2089,72,82,Tue Oct 12 23:25:45 +0000 2010
pucv_cl,267916267,Renua_,178197,298,256,Thu Mar 17 20:08:35 +0000 2011
pucv_cl,2200540434,wachoperro2,80,222,44,Mon Nov 18 02:45:55 +0000 2013
pucv_cl,1.17770422809942E+018,SubseEdSuperior,853,669,1710,Fri Sep 27 21:59:48 +0000 2019
pucv_cl,120792925,krochess,726,341,109,Sun Mar 07 15:27:45 +0000 2010
pucv_cl,2329460449,corvox99,37,49,5,Wed Feb 05 22:43:55 +0000 2014
pucv_cl,1.18636007367898E+018,AnakarenBasaez,1,20,9,Mon Oct 21 19:14:32 +0000 2019
pucv_cl,1.18647163410815E+018,avecesmariajose,54,214,48,Tue Oct 22 02:37:44 +0000 2019
pucv_cl,151299721,christuardo,23,123,17,Thu Jun 03 02:44:46 +0000 2010
pucv_cl,9.45414390500807E+017,alvaro_ramiro,2355,201,6,Mon Dec 25 22:02:10 +0000 2017
pucv_cl,8502102,Fabiola1979,9008,2328,1009,Wed Aug 29 03:29:58 +0000 2007
pucv_cl,1.18639881144021E+018,chicamandal_a,7,30,7,Mon Oct 21 21:48:28 +0000 2019
pucv_cl,1.18639633272399E+018,avalencia1019,0,20,3,Mon Oct 21 21:38:40 +0000 2019
pucv_cl,106923886,CamiMunoz_,137,94,78,Thu Jan 21 02:47:05 +0000 2010
pucv_cl,1.18636132167736E+018,JaelLaAgronoma,141,605,43,Mon Oct 21 19:19:24 +0000 2019
pucv_cl,105958538,Cinthiaguilera,220,165,91,Mon Jan 18 02:06:29 +0000 2010
pucv_cl,8.84060391663423E+017,someone_cl,1782,165,93,Sun Jul 09 14:43:17 +0000 2017
pucv_cl,1.18577702712901E+018,CamilaP95049064,0,120,0,Sun Oct 20 04:37:42 +0000 2019
pucv_cl,1.18633947036011E+018,Misabel62574698,0,9,0,Mon Oct 21 17:53:39 +0000 2019
pucv_cl,1.1856408290855E+018,Marco77965485,0,53,0,Sat Oct 19 19:36:25 +0000 2019
pucv_cl,1.18632582216205E+018,sofimerinc,212,269,26,Mon Oct 21 16:58:25 +0000 2019
pucv_cl,9.38577321757499E+017,CynthiaYvi,50,154,23,Thu Dec 07 01:14:06 +0000 2017
pucv_cl,1.18602682147903E+018,KubotaValerie,33,324,22,Sun Oct 20 21:10:36 +0000 2019
pucv_cl,9.23367785501258E+017,Katalina2704,1,121,1,Thu Oct 26 01:56:50 +0000 2017
pucv_cl,327157255,hmanriquezt,364,88,84,Fri Jul 01 02:50:36 +0000 2011
pucv_cl,1.18630984707307E+018,Camila14546903,7,128,5,Mon Oct 21 15:55:07 +0000 2019
pucv_cl,2419359638,gpique_,207,141,30,Sun Mar 30 18:21:47 +0000 2014
pucv_cl,124465371,chascondeapeso,60,39,21,Fri Mar 19 13:48:14 +0000 2010
pucv_cl,65683714,Romiano,5,8,2,Fri Aug 14 17:15:20 +0000 2009
pucv_cl,476567427,LPambouk,905,605,140,Sat Jan 28 08:14:52 +0000 2012
pucv_cl,8.40245237960307E+017,mrs_Ginger_Head,72,19,2,Fri Mar 10 16:57:30 +0000 2017
pucv_cl,2602251079,UAI_VINA,10131,683,7118,Thu Jul 03 20:49:09 +0000 2014
pucv_cl,80488240,Sikociao,6435,514,266,Wed Oct 07 04:06:38 +0000 2009
pucv_cl,135979294,verobastias,6,131,41,Thu Apr 22 18:12:04 +0000 2010
pucv_cl,1.11687302745364E+018,ianespinozaA,28,41,7,Sat Apr 13 01:17:35 +0000 2019
pucv_cl,1.0376537914941E+018,ignaciourzua6,80,72,13,Thu Sep 06 10:48:37 +0000 2018
pucv_cl,1.06085959423745E+018,Arq_Ledesma,584,114,24,Fri Nov 09 11:40:11 +0000 2018
pucv_cl,123757978,nikitafashion77,40,320,57,Wed Mar 17 04:17:49 +0000 2010
pucv_cl,58671376,ccanalesg,1033,154,91,Tue Jul 21 02:12:53 +0000 2009
pucv_cl,1.18607667436818E+018,laurajavieravb,35,95,37,Mon Oct 21 00:28:22 +0000 2019
pucv_cl,564293873,copihue09,147,78,1,Fri Apr 27 04:37:39 +0000 2012
pucv_cl,118544220,calera2010,3,31,4,Mon Mar 01 01:11:08 +0000 2010
pucv_cl,1.18610289745876E+018,PazDanielaQuin1,0,69,0,Mon Oct 21 02:12:29 +0000 2019
pucv_cl,568707660,eliasignatius,23166,4330,2919,Tue May 01 23:30:24 +0000 2012
pucv_cl,1.18608703323373E+018,MillonesEsteban,0,172,0,Mon Oct 21 01:09:33 +0000 2019
pucv_cl,1.16853134671055E+018,FranVillaran,337,296,34,Mon Sep 02 14:29:35 +0000 2019
pucv_cl,89583441,Srta_frivolidad,31,100,10,Fri Nov 13 00:33:16 +0000 2009
pucv_cl,21937183,mavi_cortes,5277,286,120,Wed Feb 25 23:41:05 +0000 2009
pucv_cl,1.18600111408224E+018,tinyraincloud8,1,29,0,Sun Oct 20 19:28:05 +0000 2019
pucv_cl,58313748,PabloAndrada,857,325,337,Sun Jul 19 22:37:26 +0000 2009
pucv_cl,3419270452,PedroIgnacio_17,12,314,20,Thu Aug 13 01:45:43 +0000 2015
pucv_cl,199827126,nilavinilaaa,8176,768,263,Thu Oct 07 20:31:22 +0000 2010
pucv_cl,1.18599677615275E+018,jojojimenez13,25,37,1,Sun Oct 20 19:10:48 +0000 2019
pucv_cl,3087504441,Jaaavi_DiazCruz,4,64,4,Wed Mar 11 23:14:34 +0000 2015
pucv_cl,2345776934,nival_serdna,579,120,9,Sat Feb 15 21:43:01 +0000 2014
pucv_cl,1393141206,acasierr,655,157,94,Tue Apr 30 22:00:40 +0000 2013
pucv_cl,1.18597004678027E+018,CarlosBerriosR2,5,38,2,Sun Oct 20 17:25:06 +0000 2019
pucv_cl,310473022,KarimeHasbun,2046,9,539,Fri Jun 03 20:20:10 +0000 2011
pucv_cl,96217839,karenlorena74,24,269,25,Fri Dec 11 22:13:09 +0000 2009
pucv_cl,49175764,nati_vidal,3177,301,215,Sun Jun 21 00:46:30 +0000 2009
pucv_cl,4699835235,catalinasalasb,1524,54,19,Mon Jan 04 00:35:19 +0000 2016
pucv_cl,1.02409893191397E+018,Nicols10126717,0,20,5,Tue Jul 31 01:06:26 +0000 2018
pucv_cl,3095663763,pauaravenac,464,214,34,Thu Mar 19 01:10:55 +0000 2015
pucv_cl,2165297583,fernandeis,174,894,352,Sat Nov 02 19:37:17 +0000 2013
pucv_cl,27744767,belenvelasquez,16730,1290,2928,Mon Mar 30 22:19:07 +0000 2009
pucv_cl,7.14213343054135E+017,rosa96pg,116,371,16,Sun Mar 27 22:11:45 +0000 2016
pucv_cl,7.23844260743766E+017,Lupyscabeza,37,367,18,Sat Apr 23 12:01:34 +0000 2016
pucv_cl,2724174712,bybelenb,510,122,38,Fri Jul 25 13:53:46 +0000 2014
pucv_cl,272643410,wairapamushka,7088,346,193,Sat Mar 26 22:09:35 +0000 2011
pucv_cl,598887963,karlfrodo,119,362,12,Mon Jun 04 01:05:24 +0000 2012
pucv_cl,1.17878763612062E+018,btwitsmaggie,1441,39,16,Mon Sep 30 21:44:17 +0000 2019
pucv_cl,341822177,javvieraperez,74345,1604,1923,Mon Jul 25 01:02:51 +0000 2011
pucv_cl,1.13898975975647E+018,zhury20,16,22,0,Thu Jun 13 02:01:34 +0000 2019
pucv_cl,500420890,panchiponce8,2699,315,206,Thu Feb 23 03:46:03 +0000 2012
pucv_cl,9.38922041675342E+017,cristy3hj,63,52,4,Fri Dec 08 00:03:53 +0000 2017
pucv_cl,1.11172235340964E+018,HuberVio,141,42,9,Fri Mar 29 20:10:38 +0000 2019
pucv_cl,1.12321566439365E+018,miguerickenberg,96,98,44,Tue Apr 30 13:20:57 +0000 2019
pucv_cl,1.18591968077248E+018,PatriciaDittma8,12,49,2,Sun Oct 20 14:04:35 +0000 2019
pucv_cl,1.1857134739317E+018,MisaelBarraza7,63,63,7,Sun Oct 20 00:25:04 +0000 2019
pucv_cl,8.21918738136109E+017,sebvndrade,165,134,9,Thu Jan 19 03:14:32 +0000 2017
pucv_cl,141224261,brivelin,8944,868,316,Fri May 07 13:57:37 +0000 2010
pucv_cl,1.18571560600127E+018,Iki91424852,0,17,0,Sun Oct 20 00:33:38 +0000 2019
pucv_cl,1231045760,EnriqueRivade,9,127,13,Fri Mar 01 19:22:49 +0000 2013
pucv_cl,795392178,annacuor,729,326,68,Sat Sep 01 05:30:37 +0000 2012
pucv_cl,1.15328563188542E+018,KMatamalaP,55,29,1,Mon Jul 22 12:48:16 +0000 2019
pucv_cl,1.18571815559281E+018,CMHB6,3,27,1,Sun Oct 20 00:43:41 +0000 2019
pucv_cl,1.18591572195349E+018,felipesebacoach,213,274,34,Sun Oct 20 13:48:54 +0000 2019
pucv_cl,452631331,jotaveche1,44,231,14,Mon Jan 02 02:37:11 +0000 2012
pucv_cl,9.05488828865155E+017,Fernand16005743,27,79,2,Wed Sep 06 17:52:14 +0000 2017
pucv_cl,581325749,eltyIerjoseph,4935,1011,1425,Tue May 15 23:06:32 +0000 2012
pucv_cl,1.17956118724525E+018,camirabs,2,44,1,Thu Oct 03 00:58:08 +0000 2019
pucv_cl,1.18574716231711E+018,RalCamp38746327,1,26,0,Sun Oct 20 02:38:59 +0000 2019
pucv_cl,1.18488628400901E+018,RocioRivadene18,2,55,7,Thu Oct 17 17:38:32 +0000 2019
pucv_cl,1.04482845408301E+018,dazzmoonlight21,1395,255,23,Wed Sep 26 05:58:10 +0000 2018
pucv_cl,573215980,jhavisung,2245,103,70,Mon May 07 02:15:49 +0000 2012
pucv_cl,217921499,nico_pinguirafa,24047,390,368,Sat Nov 20 22:36:39 +0000 2010
